ts,id,T,P
173.164,BARO0,11.13,81635
173.174,BARO0,11.13,81620
173.184,BARO0,11.11,81613
173.194,BARO0,11.13,81617
173.204,BARO0,11.12,81647
173.214,BARO0,11.12,81640
173.224,BARO0,11.11,81640
173.234,BARO0,11.11,81648
173.244,BARO0,11.11,81632
173.254,BARO0,11.13,81649
173.264,BARO0,11.12,81673
173.274,BARO0,11.13,81662
173.284,BARO0,11.12,81636
173.294,BARO0,11.14,81667
173.304,BARO0,11.14,81649
173.314,BARO0,11.12,81661
173.324,BARO0,11.14,81673
173.334,BARO0,11.13,81670
173.344,BARO0,11.13,81680
173.354,BARO0,11.13,81686
173.364,BARO0,11.12,81680
173.374,BARO0,11.14,81692
173.384,BARO0,11.14,81706
173.394,BARO0,11.16,81673
173.404,BARO0,11.14,81690
173.414,BARO0,11.13,81698
173.424,BARO0,11.14,81701
173.434,BARO0,11.15,81696
173.444,BARO0,11.16,81710
173.454,BARO0,11.13,81705
173.464,BARO0,11.15,81709
173.474,BARO0,11.16,81702
173.484,BARO0,11.12,81713
173.494,BARO0,11.16,81734
173.504,BARO0,11.14,81726
173.514,BARO0,11.17,81742
173.524,BARO0,11.13,81706
173.534,BARO0,11.16,81746
173.544,BARO0,11.15,81728
173.554,BARO0,11.15,81733
173.564,BARO0,11.15,81743
173.574,BARO0,11.16,81743
173.584,BARO0,11.16,81753
173.594,BARO0,11.15,81751
173.604,BARO0,11.16,81762
173.614,BARO0,11.16,81750
173.624,BARO0,11.15,81772
173.634,BARO0,11.16,81767
173.644,BARO0,11.15,81761
173.654,BARO0,11.16,81760
173.664,BARO0,11.16,81778
173.674,BARO0,11.16,81770
173.684,BARO0,11.16,81769
173.694,BARO0,11.18,81765
173.704,BARO0,11.18,81773
173.714,BARO0,11.16,81785
173.724,BARO0,11.16,81757
173.734,BARO0,11.18,81781
173.744,BARO0,11.16,81783
173.754,BARO0,11.17,81788
173.764,BARO0,11.16,81771
173.774,BARO0,11.17,81811
173.784,BARO0,11.15,81769
173.794,BARO0,11.16,81781
173.804,BARO0,11.17,81787
173.814,BARO0,11.19,81802
173.824,BARO0,11.17,81790
173.834,BARO0,11.16,81804
173.844,BARO0,11.18,81804
173.854,BARO0,11.17,81811
173.864,BARO0,11.19,81823
173.874,BARO0,11.18,81788
173.884,BARO0,11.17,81806
173.894,BARO0,11.18,81796
173.904,BARO0,11.2,81829
173.914,BARO0,11.2,81806
173.924,BARO0,11.19,81853
173.934,BARO0,11.18,81828
173.944,BARO0,11.19,81805
173.954,BARO0,11.19,81824
173.964,BARO0,11.19,81811
173.974,BARO0,11.18,81834
173.984,BARO0,11.17,81837
173.994,BARO0,11.2,81831
174.004,BARO0,11.19,81825
174.014,BARO0,11.19,81840
174.024,BARO0,11.2,81830
174.034,BARO0,11.2,81825
174.044,BARO0,11.19,81843
174.054,BARO0,11.19,81836
174.064,BARO0,11.21,81853
174.074,BARO0,11.19,81851
174.084,BARO0,11.19,81854
174.094,BARO0,11.2,81846
174.104,BARO0,11.2,81854
174.114,BARO0,11.2,81835
174.124,BARO0,11.21,81853
174.134,BARO0,11.2,81866
174.144,BARO0,11.2,81848
174.154,BARO0,11.21,81861
174.164,BARO0,11.2,81871
174.174,BARO0,11.2,81878
174.184,BARO0,11.22,81888
174.194,BARO0,11.21,81880
174.204,BARO0,11.23,81892
174.214,BARO0,11.21,81895
174.224,BARO0,11.21,81884
174.234,BARO0,11.22,81893
174.244,BARO0,11.21,81897
174.254,BARO0,11.22,81903
174.264,BARO0,11.22,81910
174.274,BARO0,11.22,81907
174.284,BARO0,11.23,81903
174.294,BARO0,11.23,81910
174.304,BARO0,11.22,81930
174.314,BARO0,11.23,81914
174.324,BARO0,11.24,81937
174.334,BARO0,11.23,81926
174.344,BARO0,11.23,81928
174.354,BARO0,11.22,81922
174.364,BARO0,11.25,81929
174.374,BARO0,11.24,81929
174.384,BARO0,11.23,81940
174.394,BARO0,11.24,81929
174.404,BARO0,11.26,81939
174.414,BARO0,11.22,81956
174.424,BARO0,11.24,81956
174.434,BARO0,11.24,81951
174.444,BARO0,11.23,81951
174.454,BARO0,11.24,81965
174.464,BARO0,11.24,81975
174.474,BARO0,11.25,81951
174.484,BARO0,11.25,81974
174.494,BARO0,11.25,81962
174.504,BARO0,11.24,81950
174.514,BARO0,11.25,81957
174.524,BARO0,11.25,81976
174.534,BARO0,11.25,81975
174.544,BARO0,11.25,81983
174.554,BARO0,11.25,81975
174.564,BARO0,11.25,81970
174.574,BARO0,11.24,81994
174.584,BARO0,11.26,81966
174.594,BARO0,11.24,81994
174.604,BARO0,11.25,81995
174.614,BARO0,11.25,81989
174.624,BARO0,11.27,81994
174.634,BARO0,11.25,81986
174.644,BARO0,11.26,82002
174.654,BARO0,11.26,82000
174.664,BARO0,11.26,81998
174.674,BARO0,11.27,81982
174.684,BARO0,11.27,82009
174.694,BARO0,11.27,82016
174.704,BARO0,11.27,82038
174.714,BARO0,11.27,82035
174.724,BARO0,11.27,82042
174.734,BARO0,11.26,82025
174.744,BARO0,11.27,82030
174.754,BARO0,11.27,82029
174.764,BARO0,11.26,82030
174.774,BARO0,11.26,82013
174.784,BARO0,11.28,82026
174.794,BARO0,11.28,82036
174.804,BARO0,11.29,82029
174.814,BARO0,11.25,82039
174.824,BARO0,11.28,82048
174.834,BARO0,11.26,82031
174.844,BARO0,11.28,82049
174.854,BARO0,11.28,82053
174.864,BARO0,11.28,82052
174.874,BARO0,11.28,82049
174.884,BARO0,11.29,82070
174.894,BARO0,11.27,82088
174.904,BARO0,11.3,82062
174.914,BARO0,11.3,82079
174.924,BARO0,11.3,82066
174.934,BARO0,11.27,82063
174.944,BARO0,11.28,82052
174.954,BARO0,11.3,82088
174.964,BARO0,11.28,82085
174.974,BARO0,11.27,82080
174.984,BARO0,11.3,82103
174.994,BARO0,11.29,82068
175.004,BARO0,11.3,82076
175.014,BARO0,11.3,82072
175.024,BARO0,11.32,82107
175.034,BARO0,11.3,82084
175.044,BARO0,11.29,82101
175.054,BARO0,11.29,82092
175.064,BARO0,11.3,82112
175.074,BARO0,11.24,82087
175.084,BARO0,11.29,82076
175.094,BARO0,11.3,82091
175.104,BARO0,11.29,82113
175.114,BARO0,11.27,82093
175.124,BARO0,11.29,82099
175.134,BARO0,11.28,82107
175.144,BARO0,11.3,82107
175.154,BARO0,11.29,82107
175.164,BARO0,11.3,82126
175.174,BARO0,11.32,82104
175.184,BARO0,11.29,82113
175.194,BARO0,11.31,82129
175.204,BARO0,11.3,82124
175.214,BARO0,11.32,82149
175.224,BARO0,11.31,82118
175.234,BARO0,11.31,82124
175.244,BARO0,11.31,82111
175.254,BARO0,11.3,82124
175.264,BARO0,11.31,82135
175.274,BARO0,11.31,82116
175.284,BARO0,11.32,82126
175.294,BARO0,11.33,82140
175.304,BARO0,11.34,82131
175.314,BARO0,11.32,82149
175.324,BARO0,11.31,82131
175.334,BARO0,11.33,82135
175.344,BARO0,11.32,82150
175.354,BARO0,11.32,82149
175.364,BARO0,11.32,82140
175.374,BARO0,11.33,82150
175.384,BARO0,11.32,82171
175.394,BARO0,11.33,82141
175.404,BARO0,11.35,82152
175.414,BARO0,11.33,82197
175.424,BARO0,11.32,82183
175.434,BARO0,11.34,82191
175.444,BARO0,11.32,82154
175.454,BARO0,11.32,82175
175.464,BARO0,11.33,82187
175.474,BARO0,11.32,82181
175.484,BARO0,11.34,82194
175.494,BARO0,11.32,82163
175.504,BARO0,11.34,82183
175.514,BARO0,11.34,82168
175.524,BARO0,11.33,82189
175.534,BARO0,11.34,82186
175.544,BARO0,11.34,82185
175.554,BARO0,11.33,82194
175.564,BARO0,11.34,82178
175.574,BARO0,11.34,82200
175.584,BARO0,11.34,82196
175.594,BARO0,11.34,82208
175.604,BARO0,11.35,82208
175.614,BARO0,11.33,82194
175.624,BARO0,11.36,82209
175.634,BARO0,11.35,82188
175.644,BARO0,11.34,82183
175.654,BARO0,11.34,82197
175.664,BARO0,11.34,82227
175.674,BARO0,11.34,82221
175.684,BARO0,11.36,82226
175.694,BARO0,11.34,82185
175.704,BARO0,11.34,82203
175.714,BARO0,11.36,82219
175.724,BARO0,11.37,82242
175.734,BARO0,11.36,82235
175.744,BARO0,11.35,82246
175.754,BARO0,11.36,82257
175.764,BARO0,11.37,82231
175.774,BARO0,11.38,82255
175.784,BARO0,11.35,82285
175.794,BARO0,11.37,82278
175.804,BARO0,11.36,82249
175.814,BARO0,11.37,82270
175.824,BARO0,11.38,82293
175.834,BARO0,11.38,82257
175.844,BARO0,11.38,82274
175.854,BARO0,11.38,82284
175.864,BARO0,11.38,82262
175.874,BARO0,11.38,82287
175.884,BARO0,11.4,82291
175.894,BARO0,11.38,82249
175.904,BARO0,11.38,82290
175.914,BARO0,11.37,82304
175.924,BARO0,11.38,82308
175.934,BARO0,11.41,82298
175.944,BARO0,11.4,82310
175.954,BARO0,11.4,82315
175.964,BARO0,11.39,82328
175.974,BARO0,11.41,82296
175.984,BARO0,11.42,82326
175.994,BARO0,11.41,82329
176.004,BARO0,11.39,82362
176.014,BARO0,11.4,82299
176.024,BARO0,11.4,82337
176.034,BARO0,11.39,82342
176.044,BARO0,11.41,82321
176.054,BARO0,11.4,82341
176.064,BARO0,11.41,82332
176.074,BARO0,11.41,82328
176.084,BARO0,11.42,82355
176.094,BARO0,11.42,82354
176.104,BARO0,11.43,82364
176.114,BARO0,11.4,82315
176.124,BARO0,11.43,82347
176.134,BARO0,11.43,82366
176.144,BARO0,11.41,82359
176.154,BARO0,11.42,82369
176.164,BARO0,11.42,82325
176.174,BARO0,11.43,82374
176.184,BARO0,11.44,82377
176.194,BARO0,11.41,82401
176.204,BARO0,11.43,82379
176.214,BARO0,11.44,82355
176.224,BARO0,11.41,82391
176.234,BARO0,11.42,82393
176.244,BARO0,11.43,82381
176.254,BARO0,11.43,82390
176.264,BARO0,11.43,82411
176.274,BARO0,11.46,82418
176.284,BARO0,11.45,82416
176.294,BARO0,11.41,82411
176.304,BARO0,11.45,82421
176.314,BARO0,11.45,82414
176.324,BARO0,11.43,82417
176.334,BARO0,11.44,82411
176.344,BARO0,11.44,82421
176.354,BARO0,11.44,82423
176.364,BARO0,11.44,82424
176.374,BARO0,11.45,82410
176.384,BARO0,11.46,82442
176.394,BARO0,11.45,82449
176.404,BARO0,11.45,82462
176.414,BARO0,11.47,82443
176.424,BARO0,11.47,82438
176.434,BARO0,11.45,82447
176.444,BARO0,11.45,82458
176.454,BARO0,11.44,82441
176.464,BARO0,11.44,82473
176.474,BARO0,11.45,82476
176.484,BARO0,11.47,82477
176.494,BARO0,11.47,82447
176.504,BARO0,11.44,82474
176.514,BARO0,11.45,82462
176.524,BARO0,11.47,82477
176.534,BARO0,11.46,82462
176.544,BARO0,11.46,82467
176.554,BARO0,11.46,82476
176.564,BARO0,11.47,82477
176.574,BARO0,11.44,82456
176.584,BARO0,11.47,82501
176.594,BARO0,11.46,82473
176.604,BARO0,11.47,82472
176.614,BARO0,11.49,82487
176.624,BARO0,11.47,82493
176.634,BARO0,11.46,82483
176.644,BARO0,11.48,82466
176.654,BARO0,11.47,82506
176.664,BARO0,11.47,82500
176.674,BARO0,11.48,82518
176.684,BARO0,11.44,82466
176.694,BARO0,11.49,82511
176.704,BARO0,11.48,82535
176.714,BARO0,11.47,82517
176.724,BARO0,11.48,82507
176.734,BARO0,11.48,82493
176.744,BARO0,11.47,82520
176.754,BARO0,11.46,82516
176.764,BARO0,11.48,82516
176.774,BARO0,11.49,82535
176.784,BARO0,11.47,82538
176.794,BARO0,11.47,82531
176.804,BARO0,11.47,82515
176.814,BARO0,11.48,82505
176.824,BARO0,11.47,82502
176.834,BARO0,11.48,82549
176.844,BARO0,11.48,82549
176.854,BARO0,11.47,82543
176.864,BARO0,11.48,82533
176.874,BARO0,11.49,82518
176.884,BARO0,11.49,82540
176.894,BARO0,11.49,82532
176.904,BARO0,11.48,82570
176.914,BARO0,11.48,82532
176.924,BARO0,11.5,82553
176.934,BARO0,11.48,82552
176.944,BARO0,11.49,82539
176.954,BARO0,11.49,82566
176.964,BARO0,11.49,82553
176.974,BARO0,11.51,82560
176.984,BARO0,11.52,82562
176.994,BARO0,11.51,82551
177.004,BARO0,11.49,82526
177.014,BARO0,11.5,82544
177.024,BARO0,11.49,82583
177.034,BARO0,11.49,82558
177.044,BARO0,11.5,82577
177.054,BARO0,11.5,82551
177.064,BARO0,11.5,82581
177.074,BARO0,11.5,82588
177.084,BARO0,11.5,82582
177.094,BARO0,11.5,82589
177.104,BARO0,11.52,82590
177.114,BARO0,11.53,82577
177.124,BARO0,11.5,82585
177.134,BARO0,11.51,82593
177.144,BARO0,11.5,82607
177.154,BARO0,11.51,82595
177.164,BARO0,11.51,82611
177.174,BARO0,11.53,82630
177.184,BARO0,11.52,82544
177.194,BARO0,11.52,82594
177.204,BARO0,11.51,82606
177.214,BARO0,11.5,82629
177.224,BARO0,11.53,82604
177.234,BARO0,11.51,82615
177.244,BARO0,11.51,82621
177.254,BARO0,11.52,82609
177.264,BARO0,11.53,82627
177.274,BARO0,11.51,82622
177.284,BARO0,11.54,82641
177.294,BARO0,11.53,82646
177.304,BARO0,11.53,82633
177.314,BARO0,11.51,82646
177.324,BARO0,11.53,82652
177.334,BARO0,11.52,82664
177.344,BARO0,11.52,82648
177.354,BARO0,11.53,82651
177.364,BARO0,11.52,82644
177.374,BARO0,11.55,82657
177.384,BARO0,11.55,82659
177.394,BARO0,11.53,82643
177.404,BARO0,11.55,82663
177.414,BARO0,11.53,82669
177.424,BARO0,11.54,82661
177.434,BARO0,11.55,82680
177.444,BARO0,11.53,82667
177.454,BARO0,11.54,82675
177.464,BARO0,11.53,82680
177.474,BARO0,11.54,82658
177.484,BARO0,11.56,82676
177.494,BARO0,11.56,82695
177.504,BARO0,11.55,82682
177.514,BARO0,11.54,82690
177.524,BARO0,11.55,82705
177.534,BARO0,11.55,82694
177.544,BARO0,11.54,82676
177.554,BARO0,11.54,82680
177.564,BARO0,11.54,82689
177.574,BARO0,11.57,82698
177.584,BARO0,11.53,82692
177.594,BARO0,11.55,82707
177.604,BARO0,11.55,82689
177.614,BARO0,11.56,82719
177.624,BARO0,11.55,82694
177.634,BARO0,11.57,82691
177.644,BARO0,11.56,82705
177.654,BARO0,11.56,82725
177.664,BARO0,11.56,82708
177.674,BARO0,11.56,82723
177.684,BARO0,11.57,82720
177.694,BARO0,11.56,82724
177.704,BARO0,11.57,82746
177.714,BARO0,11.58,82744
177.724,BARO0,11.57,82744
177.734,BARO0,11.57,82748
177.744,BARO0,11.58,82766
177.754,BARO0,11.57,82760
177.764,BARO0,11.58,82765
177.774,BARO0,11.58,82780
177.784,BARO0,11.57,82768
177.794,BARO0,11.61,82770
177.804,BARO0,11.61,82780
177.814,BARO0,11.58,82772
177.824,BARO0,11.59,82758
177.834,BARO0,11.59,82774
177.844,BARO0,11.59,82776
177.854,BARO0,11.59,82782
177.864,BARO0,11.59,82804
177.874,BARO0,11.61,82772
177.884,BARO0,11.57,82804
177.894,BARO0,11.6,82797
177.904,BARO0,11.58,82788
177.914,BARO0,11.58,82822
177.924,BARO0,11.61,82779
177.934,BARO0,11.62,82824
177.944,BARO0,11.6,82829
177.954,BARO0,11.6,82834
177.964,BARO0,11.6,82815
177.974,BARO0,11.62,82830
177.984,BARO0,11.6,82824
177.994,BARO0,11.6,82820
178.004,BARO0,11.61,82846
178.014,BARO0,11.62,82831
178.024,BARO0,11.6,82872
178.034,BARO0,11.61,82819
178.044,BARO0,11.61,82837
178.054,BARO0,11.62,82843
178.064,BARO0,11.61,82845
178.074,BARO0,11.61,82874
178.084,BARO0,11.63,82846
178.094,BARO0,11.61,82864
178.104,BARO0,11.61,82858
178.114,BARO0,11.65,82862
178.124,BARO0,11.62,82841
178.134,BARO0,11.63,82882
178.144,BARO0,11.61,82860
178.154,BARO0,11.63,82869
178.164,BARO0,11.62,82881
178.174,BARO0,11.63,82884
178.184,BARO0,11.64,82871
178.194,BARO0,11.62,82873
178.204,BARO0,11.66,82907
178.214,BARO0,11.63,82901
178.224,BARO0,11.65,82899
178.234,BARO0,11.64,82890
178.244,BARO0,11.63,82903
178.254,BARO0,11.64,82901
178.264,BARO0,11.64,82924
178.274,BARO0,11.63,82898
178.284,BARO0,11.65,82910
178.294,BARO0,11.65,82942
178.304,BARO0,11.64,82911
178.314,BARO0,11.64,82911
178.324,BARO0,11.66,82913
178.334,BARO0,11.64,82926
178.344,BARO0,11.64,82929
178.354,BARO0,11.64,82926
178.364,BARO0,11.65,82901
178.374,BARO0,11.64,82948
178.384,BARO0,11.66,82938
178.394,BARO0,11.65,82935
178.404,BARO0,11.65,82952
178.414,BARO0,11.65,82960
178.424,BARO0,11.66,82964
178.434,BARO0,11.67,82944
178.444,BARO0,11.65,82950
178.454,BARO0,11.66,82946
178.464,BARO0,11.66,82959
178.474,BARO0,11.66,82952
178.484,BARO0,11.66,82935
178.494,BARO0,11.68,82968
178.504,BARO0,11.67,82988
178.514,BARO0,11.68,82971
178.524,BARO0,11.69,83000
178.534,BARO0,11.67,82984
178.544,BARO0,11.68,82972
178.554,BARO0,11.68,82990
178.564,BARO0,11.67,82988
178.574,BARO0,11.67,83016
178.584,BARO0,11.67,82994
178.594,BARO0,11.68,83014
178.604,BARO0,11.67,82984
178.614,BARO0,11.66,82997
178.624,BARO0,11.69,82985
178.634,BARO0,11.67,83009
178.644,BARO0,11.66,83022
178.654,BARO0,11.68,83007
178.664,BARO0,11.67,83016
178.674,BARO0,11.68,83010
178.684,BARO0,11.69,83022
178.694,BARO0,11.69,83015
178.704,BARO0,11.69,83023
178.714,BARO0,11.69,83003
178.724,BARO0,11.68,83034
178.734,BARO0,11.71,83035
178.744,BARO0,11.69,83012
178.754,BARO0,11.7,83013
178.764,BARO0,11.69,83039
178.774,BARO0,11.7,83027
178.784,BARO0,11.71,83027
178.794,BARO0,11.7,83044
178.804,BARO0,11.7,83032
178.814,BARO0,11.7,83060
178.824,BARO0,11.71,83048
178.834,BARO0,11.69,83058
178.844,BARO0,11.7,83056
178.854,BARO0,11.69,83047
178.864,BARO0,11.7,83052
178.874,BARO0,11.7,83065
178.884,BARO0,11.7,83053
178.894,BARO0,11.7,83069
178.904,BARO0,11.68,83059
178.914,BARO0,11.7,83044
178.924,BARO0,11.69,83076
178.934,BARO0,11.7,83043
178.944,BARO0,11.68,83070
178.954,BARO0,11.7,83054
178.964,BARO0,11.71,83086
178.974,BARO0,11.71,83078
178.984,BARO0,11.69,83091
178.994,BARO0,11.72,83054
179.004,BARO0,11.72,83058
179.014,BARO0,11.71,83115
179.024,BARO0,11.71,83074
179.034,BARO0,11.7,83091
179.044,BARO0,11.72,83076
179.054,BARO0,11.72,83072
179.064,BARO0,11.72,83085
179.074,BARO0,11.72,83056
179.084,BARO0,11.72,83059
179.094,BARO0,11.73,83059
179.104,BARO0,11.73,83101
179.114,BARO0,11.71,83092
179.124,BARO0,11.73,83067
179.134,BARO0,11.73,83059
179.144,BARO0,11.7,83090
179.154,BARO0,11.72,83074
179.164,BARO0,11.73,83098
179.174,BARO0,11.74,83057
179.184,BARO0,11.74,83089
179.194,BARO0,11.73,83080
179.204,BARO0,11.74,83085
179.214,BARO0,11.73,83067
179.224,BARO0,11.76,83077
179.234,BARO0,11.76,83075
179.244,BARO0,11.75,83080
179.254,BARO0,11.74,83083
179.264,BARO0,11.74,83099
179.274,BARO0,11.73,83095
179.284,BARO0,11.74,83097
179.294,BARO0,11.75,83135
179.304,BARO0,11.76,83083
179.314,BARO0,11.74,83126
179.324,BARO0,11.76,83108
179.334,BARO0,11.76,83131
179.344,BARO0,11.77,83125
179.354,BARO0,11.74,83112
179.364,BARO0,11.76,83130
179.374,BARO0,11.76,83116
179.384,BARO0,11.77,83150
179.394,BARO0,11.77,83132
179.404,BARO0,11.76,83149
179.414,BARO0,11.76,83158
179.424,BARO0,11.77,83138
179.434,BARO0,11.77,83142
179.444,BARO0,11.74,83142
179.454,BARO0,11.77,83171
179.464,BARO0,11.77,83159
179.474,BARO0,11.77,83158
179.484,BARO0,11.78,83171
179.494,BARO0,11.78,83202
179.504,BARO0,11.75,83202
179.514,BARO0,11.78,83151
179.524,BARO0,11.78,83222
179.534,BARO0,11.76,83171
179.544,BARO0,11.78,83170
179.554,BARO0,11.78,83182
179.564,BARO0,11.77,83177
179.574,BARO0,11.78,83179
179.584,BARO0,11.77,83186
179.594,BARO0,11.8,83211
179.604,BARO0,11.78,83203
179.614,BARO0,11.77,83187
179.624,BARO0,11.77,83205
179.634,BARO0,11.79,83204
179.644,BARO0,11.8,83223
179.654,BARO0,11.8,83235
179.664,BARO0,11.78,83224
179.674,BARO0,11.79,83222
179.684,BARO0,11.8,83207
179.694,BARO0,11.8,83216
179.704,BARO0,11.81,83243
179.714,BARO0,11.78,83245
179.724,BARO0,11.79,83239
179.734,BARO0,11.81,83244
179.744,BARO0,11.81,83248
179.754,BARO0,11.8,83251
179.764,BARO0,11.81,83247
179.774,BARO0,11.8,83244
179.784,BARO0,11.8,83248
179.794,BARO0,11.82,83263
179.804,BARO0,11.81,83267
179.814,BARO0,11.82,83249
179.824,BARO0,11.82,83274
179.834,BARO0,11.82,83277
179.844,BARO0,11.81,83288
179.854,BARO0,11.82,83285
179.864,BARO0,11.82,83285
179.874,BARO0,11.82,83271
179.884,BARO0,11.82,83306
179.894,BARO0,11.81,83307
179.904,BARO0,11.83,83318
179.914,BARO0,11.84,83317
179.924,BARO0,11.84,83303
179.934,BARO0,11.82,83327
179.944,BARO0,11.84,83312
179.954,BARO0,11.84,83320
179.964,BARO0,11.84,83308
179.974,BARO0,11.83,83317
179.984,BARO0,11.82,83318
179.994,BARO0,11.83,83329
180.004,BARO0,11.83,83316
180.014,BARO0,11.85,83315
180.024,BARO0,11.84,83315
180.034,BARO0,11.84,83351
180.044,BARO0,11.84,83339
180.054,BARO0,11.84,83340
180.064,BARO0,11.85,83349
180.074,BARO0,11.84,83335
180.084,BARO0,11.86,83338
180.094,BARO0,11.83,83347
180.104,BARO0,11.85,83342
180.114,BARO0,11.88,83373
180.124,BARO0,11.85,83345
180.134,BARO0,11.85,83343
180.144,BARO0,11.86,83362
180.154,BARO0,11.85,83361
180.164,BARO0,11.85,83360
180.174,BARO0,11.86,83356
180.184,BARO0,11.87,83368
180.194,BARO0,11.89,83377
180.204,BARO0,11.86,83385
180.214,BARO0,11.88,83376
180.224,BARO0,11.86,83391
180.234,BARO0,11.85,83376
180.244,BARO0,11.88,83383
180.254,BARO0,11.88,83391
180.264,BARO0,11.87,83400
180.274,BARO0,11.87,83389
180.284,BARO0,11.88,83422
180.294,BARO0,11.87,83387
180.304,BARO0,11.86,83406
180.314,BARO0,11.88,83412
180.324,BARO0,11.87,83425
180.334,BARO0,11.89,83398
180.344,BARO0,11.86,83399
180.354,BARO0,11.87,83422
180.364,BARO0,11.89,83421
180.374,BARO0,11.88,83417
180.384,BARO0,11.9,83422
180.394,BARO0,11.91,83438
180.404,BARO0,11.91,83454
180.414,BARO0,11.9,83425
180.424,BARO0,11.89,83446
180.434,BARO0,11.88,83441
180.444,BARO0,11.89,83451
180.454,BARO0,11.9,83446
180.464,BARO0,11.89,83458
180.474,BARO0,11.89,83457
180.484,BARO0,11.9,83440
180.494,BARO0,11.88,83455
180.504,BARO0,11.93,83453
180.514,BARO0,11.91,83463
180.524,BARO0,11.91,83486
180.534,BARO0,11.89,83468
180.544,BARO0,11.9,83495
180.554,BARO0,11.91,83463
180.564,BARO0,11.9,83474
180.574,BARO0,11.91,83479
180.584,BARO0,11.92,83468
180.594,BARO0,11.91,83488
180.604,BARO0,11.93,83488
180.614,BARO0,11.9,83480
180.624,BARO0,11.91,83484
180.634,BARO0,11.92,83495
180.644,BARO0,11.94,83492
180.654,BARO0,11.91,83508
180.664,BARO0,11.91,83495
180.674,BARO0,11.91,83485
180.684,BARO0,11.91,83504
180.694,BARO0,11.92,83512
180.704,BARO0,11.91,83532
180.714,BARO0,11.91,83532
180.724,BARO0,11.9,83497
180.734,BARO0,11.94,83524
180.744,BARO0,11.94,83542
180.754,BARO0,11.93,83541
180.764,BARO0,11.94,83510
180.774,BARO0,11.93,83518
180.784,BARO0,11.94,83552
180.794,BARO0,11.95,83510
180.804,BARO0,11.94,83547
180.814,BARO0,11.94,83542
180.824,BARO0,11.94,83524
180.834,BARO0,11.93,83539
180.844,BARO0,11.94,83544
180.854,BARO0,11.93,83557
180.864,BARO0,11.93,83559
180.874,BARO0,11.94,83567
180.884,BARO0,11.93,83559
180.894,BARO0,11.93,83579
180.904,BARO0,11.93,83553
180.914,BARO0,11.93,83558
180.924,BARO0,11.95,83567
180.934,BARO0,11.93,83560
180.944,BARO0,11.96,83593
180.954,BARO0,11.95,83577
180.964,BARO0,11.94,83591
180.974,BARO0,11.94,83572
180.984,BARO0,11.95,83565
180.994,BARO0,11.96,83584
181.004,BARO0,11.95,83611
181.014,BARO0,11.97,83572
181.024,BARO0,11.96,83603
181.034,BARO0,11.96,83573
181.044,BARO0,11.96,83591
181.054,BARO0,11.96,83591
181.064,BARO0,11.97,83592
181.074,BARO0,11.96,83598
181.084,BARO0,11.95,83589
181.094,BARO0,11.94,83619
181.104,BARO0,11.95,83593
181.114,BARO0,11.96,83622
181.124,BARO0,11.96,83599
181.134,BARO0,11.96,83595
181.144,BARO0,11.97,83598
181.154,BARO0,11.95,83601
181.164,BARO0,11.97,83602
181.174,BARO0,11.97,83593
181.184,BARO0,11.98,83584
181.194,BARO0,11.98,83615
181.204,BARO0,11.96,83615
181.214,BARO0,11.98,83614
181.224,BARO0,11.99,83606
181.234,BARO0,11.97,83614
181.244,BARO0,11.98,83628
181.254,BARO0,11.96,83617
181.264,BARO0,11.96,83622
181.274,BARO0,11.97,83624
181.284,BARO0,11.99,83615
181.294,BARO0,11.99,83628
181.304,BARO0,12.01,83623
181.314,BARO0,12.01,83636
181.324,BARO0,11.98,83617
181.334,BARO0,11.98,83629
181.344,BARO0,11.98,83658
181.354,BARO0,11.96,83639
181.364,BARO0,11.98,83662
181.374,BARO0,11.97,83652
181.384,BARO0,11.97,83660
181.394,BARO0,11.99,83666
181.404,BARO0,11.98,83672
181.414,BARO0,11.99,83643
181.424,BARO0,12.01,83678
181.434,BARO0,11.99,83675
181.444,BARO0,11.99,83662
181.454,BARO0,12,83681
181.464,BARO0,11.99,83669
181.474,BARO0,11.98,83684
181.484,BARO0,11.99,83657
181.494,BARO0,12,83674
181.504,BARO0,12.02,83688
181.514,BARO0,12,83708
181.524,BARO0,12.01,83688
181.534,BARO0,12,83716
181.544,BARO0,11.98,83690
181.554,BARO0,12,83714
181.564,BARO0,12,83714
181.574,BARO0,11.99,83700
181.584,BARO0,12,83722
181.594,BARO0,12.02,83728
181.604,BARO0,12,83701
181.614,BARO0,12,83738
181.624,BARO0,12.02,83707
181.634,BARO0,12.02,83721
181.644,BARO0,12.02,83724
181.654,BARO0,12.01,83731
181.664,BARO0,12.01,83753
181.674,BARO0,12.02,83752
181.684,BARO0,12.02,83748
181.694,BARO0,12.01,83771
181.704,BARO0,12.03,83791
181.714,BARO0,12.01,83771
181.724,BARO0,12.02,83747
181.734,BARO0,12.03,83772
181.744,BARO0,12.06,83785
181.754,BARO0,12.03,83773
181.764,BARO0,12.03,83791
181.774,BARO0,12.04,83793
181.784,BARO0,12.04,83798
181.794,BARO0,12.03,83818
181.804,BARO0,12.05,83847
181.814,BARO0,12.04,83840
181.824,BARO0,12.06,83816
181.834,BARO0,12.05,83817
181.844,BARO0,12.04,83824
181.854,BARO0,12.04,83833
181.864,BARO0,12.05,83831
181.874,BARO0,12.05,83830
181.884,BARO0,12.06,83839
181.894,BARO0,12.05,83850
181.904,BARO0,12.06,83851
